,product_id,title,product_description,rating,ratings_count,initial_price,currency,seller_name,category,total_amount
46,21569986,Chromozome,Men Pack of 4 Premium Pure Cotton Mini Briefs 8902733625630-MULTI 9,4.2,18,1199,INR,Sup███om ███,briefs,21582
47,19206416,ABELINO,Women Set of 3 Assorted Cotton Boy Shorts Briefs PANTY3PCPLAINBOYSHORTS01,3.6,14,1899,INR,ARI███T T███ING█████████,briefs,26586
48,22196594,Zoiro,Men Pack Of 2 Anti-Bacterial Basic Briefs,5.0,6,499,INR,J.G███OSI███ PR█████████ITE███,briefs,2994
49,22196914,Zivame,Women Pack Of 3 Low-Rise Ultra Soft Bikini Briefs,4.6,5,799,INR,MIL███AR ███AIL█████████LIM██████,briefs,3995
50,21906602,bummer,Women Printed Micro Modal Mid Rise Boy Shorts,4.6,23,599,INR,BAL███APP███LS █████████IMI██████,briefs,13777
51,13889998,XYXX,Men Grey Solid Ultra-Soft Antimicrobial Basic Briefs XYBRF56,4.1,202,249,INR,XYX███PPA███S P█████████MIT████████████,briefs,50298
52,22436508,Bruchi CLUB,Men Low-Rise Anti-Bacterial Basic Briefs,5.0,4,888,INR,BRU███ CL███APP█████████ATE█████████,briefs,3552
53,21877640,DressBerry,Shoulder Straps Pure Cotton Camisole,3.7,14,299,INR,VAC███CRE███ONS███,camisoles,4186
54,18882294,VStar,Women White Solid Modern Fit Deep Neckline  Camisoles,4.8,10,265,INR,V S███ CR███ION█████████,camisoles,2650
55,21882284,H&M,Grey Tealight Holder,0.0,0,1299,INR,H &███Hen███ & █████████eta█████████████████████,candle-holders,0
56,13669894,Vastraa Fusion,Unisex Maroon Solid Woollen Afghani Pakol Cap,3.5,13,1699,INR,UNDEFINED VALUES,caps,22087
57,16281444,Bharatasya,Women White & Black Woolen Earwarmer Headband,4.3,7,699,INR,VR ███ign███,caps,4893
58,20129438,Skechers,Men Blue Textured Sneakers,3.8,11,12999,INR,LSD███FES███ES █████████IMI██████,casual-shoes,142989
59,18506050,Bata,Women Black Woven Design Slip-On Sneakers,4.4,86,1199,INR,Bat███ndi███imi██████,casual-shoes,103114
60,21739362,Prolific,Men Printed LightWeight Mid Top Sneakers,3.9,8,2660,INR,BRA███SI ███AIL███,casual-shoes,21280
61,21903832,U.S. Polo Assn.,Women Perforated Sneakers,4.1,16,4299,INR,ARV███ LI███TYL█████████LIM██████,casual-shoes,68784
62,21651940,HIGHLANDER,Men Black Woven Design Sneakers,3.4,25,1898,INR,Fla███tar███mme██████,casual-shoes,47450
63,21321784,San Frissco,Men  Colourblocked Sneakers,4.3,6,5995,INR,ARY███ FO███EAR█████████PVT██████,casual-shoes,35970
64,21482828,Eego Italy,Men Slip On Loafers Shoes,0.0,0,2999,INR,Gur███ers███,casual-shoes,0
65,21907914,MOZAFIA,Men Canvas Mid-Top Lace-Up Sneakers,4.0,225,1999,INR,DHV███LOB███PRI█████████TED███,casual-shoes,449775
66,21497770,Puma,Men Sneakers,4.1,111,4999,INR,Pum███por███Ind█████████td.█████████,casual-shoes,554889
67,21169272,HRX by Hrithik Roshan,Men Skate Street Sneaker,3.9,107,3299,INR,Omn███ch ███ail███,casual-shoes,352993
68,13643492,WROGN,Men Brown Leather Loafers,3.7,58,3599,INR,UNDEFINED VALUES,casual-shoes,208742
69,13638220,FAUSTO,Men Brown Textured Loafers,3.2,6,999,INR,UNDEFINED VALUES,casual-shoes,5994
70,13638232,FAUSTO,Men Tan Brown Solid Velvet Loafers,2.5,4,1299,INR,UNDEFINED VALUES,casual-shoes,5196
71,18489168,TOMS,Women Red Solid Alpargata Canvas Slip-On Sneakers,4.3,6,4999,INR,V R███il ███ Lt███,casual-shoes,29994
72,18997532,Fame Forever by Lifestyle,Kids-Boys Blue Woven Design Velcro Oxfords,0.0,0,999,INR,LAN███RK ███INE█████████T L███,casual-shoes,0
73,18091436,HIGHLANDER,PRINTED CANVAS SNEAKERS,3.9,51,2198,INR,Fla███tar███mme██████,casual-shoes,112098
74,17312062,Clarks,Men Blue Nubuck Penny Loafers,4.6,31,6999,INR,CLA███ RE███NCE█████████ PV██████,casual-shoes,216969
75,17314086,EVERLY,Women Beige Textured Wedge Mules,3.7,79,1499,INR,M K███OTW███,casual-shoes,118421
76,17312144,Clarks,Men Black Perforations Nubuck Derbys,3.7,3,10999,INR,Vis███ St███,casual-shoes,32997
77,17350218,Delize,Men Black Leather High-Top Flat Boots,0.0,0,13999,INR,Daz███ Ex███ts,casual-shoes,0
78,17361518,Buckaroo,Men Tan Brown Solid Leather Flat Boots,0.0,0,4999,INR,Nag███ Li███tyl███,casual-shoes,0
79,16284648,Crew STREET,Women Sea Green Woven Design Slip-On Sneakers,4.1,41,3099,INR,Sup███om ███,casual-shoes,127059
80,19103830,PUMA Motorsport,Unisex Black Perforations BMW MMS Neo Cat Regular Sneakers,4.5,157,6999,INR,Sup███om ███,casual-shoes,1098843
81,21937664,Cortina,Black & Beige 4 Pcs Ethnic Motif Printed Super Stretchable Chair Cover,4.7,15,2598,INR,Bha███vna███Imp█████████ect███,chair-cover,38970
82,16712992,Cutiekins,Girls Pink & White Printed Top with Shorts,4.1,454,1999,INR,CUT███INS███IVA█████████D,clothing-set,907546
83,21836198,Nottie Planet,Boys Printed T-shirt with Shorts,4.5,13,449,INR,MOO███ FA███ONS█████████,clothing-set,5837
84,18193844,Rubans,Cream-Coloured & Gold-Toned Embellished Embroidered Potli Clutch,4.1,25,1980,INR,UNDEFINED VALUES,clutches,49500
85,16694464,Ahalyaa,Women Stunning Blue Printed Top with Solid Skirt,4.1,195,5000,INR,UDA███ASH███,co-ords,975000
86,18494054,Home Sizzler,Green & Cream-Coloured Set of 2 Floral Window Curtain,4.3,48,799,INR,Fla███ech███tai███,curtains-and-sheers,38352
87,18462808,Homefab India,Unisex Navy Blue Curtains and Sheers,0.0,0,1199,INR,SHI███ABA███NDL██████,curtains-and-sheers,0
88,16185546,ellementry,Gold-Toned 2 Pieces Stainless Steel Matte Spoon,5.0,5,1750,INR,Dil███ Es███tia█████████d,cutlery,8750
89,15174886,MIAH Decor,Cream-Coloured & Green 2 Pieces Handcrafted Ceramic Matte Bowls,3.2,6,599,INR,MIA███ECO███,dinnerware,3594
90,21664722,Curvy Clan,Colourblocked A-Line Cotton Maxi Dress,3.7,3,2999,INR,RUB███S C███,dresses,8997
91,21426422,Trendyol,Black Maxi Dress,4.1,10,4399,INR,Sup███om ███,dresses,43990
92,21238004,COVER STORY,Embellished Shoulder Straps Velvet Sheath Dress,4.8,24,3490,INR,Cov███Sto███Clo█████████ite███,dresses,83760
93,21426632,Trendyol,Floral Printed Shoulder strap A-Line Mini Dress,3.9,35,3599,INR,Sup███om ███,dresses,125965
94,21673378,RACHNA,Floral Print Flared Sleeve Crepe A-Line Mini Dress,3.0,4,1299,INR,RAC███ AR███RIN█████████TD.███,dresses,5196
95,21664936,Label Ritu Kumar,Candy Striped Pure Cotton Maxi Dress,0.0,0,5900,INR,REL███CE ███U K█████████ATE█████████,dresses,0
96,21665324,Harpa,Sweetheart Neck Puff Sleeves Sheath Dress,2.3,4,1999,INR,HAR███RET███ PV█████████,dresses,7996
97,21664854,aarke Ritu Kumar,Cotton A-Line Dress,4.0,6,2200,INR,REL███CE ███U K█████████ATE█████████,dresses,13200
98,21664974,Label Ritu Kumar,Candy Striped Pure Cotton Wrap Dress,4.6,7,4500,INR,REL███CE ███U K█████████ATE█████████,dresses,31500
99,21664840,aarke Ritu Kumar,Floral Georgette A-Line Midi Dress,4.0,6,3500,INR,REL███CE ███U K█████████ATE█████████,dresses,21000
100,21980370,Tokyo Talkies,Mini A-Line Dress,3.7,26,1599,INR,Vis███ St███,dresses,41574
101,21616436,Curves by MISH,Plus Size Shoulder Straps Embellished Maxi Dress,0.0,0,3999,INR,MIS███ESI███ LI██████,dresses,0
102,21988674,Sangria,Floral Printed Tiered A-Line Dress,0.0,0,2999,INR,SWARR,dresses,0
103,22004792,WoowZerz,Button Detailed Mini Blazer Dress,4.8,26,2495,INR,Man███ Fa███ona██████,dresses,64870
104,21979790,Vishudh,Floral Printed A-Line Midi Dress,3.8,55,2049,INR,Fla███tar███mme██████,dresses,112695
105,18962890,Athena,Fuchsia Solid Asymmetric Hem A-Line Maxi Dress,4.0,34,2499,INR,APE███PPA███S,dresses,84966
106,19027298,DressBerry,Girls Pink & Navy Blue Floral Printed Shirt Collar Fit & Flare Dress,3.8,40,1499,INR,Vis███ St███,dresses,59960
107,18962984,Athena,Burgundy Off-Shoulder Scrunchie Bodycon Dress,4.3,236,2499,INR,APE███PPA███S,dresses,589764
108,18951626,Berrylush,Women Green Solid Twist & Knot Dress,4.0,60,1899,INR,Sup███om ███,dresses,113940
109,18816460,Ethnovog,Women Navy Blue Velvet A-Line Made To Measure Dress with Jacket,3.7,6,7828,INR,Net███enu███ech█████████Pvt██████,dresses,46968
110,18944812,DRAAX Fashions,Pink Chiffon Fit and Flare Dress,3.6,8,2399,INR,Dra███Fas███ns █████████vat████████████,dresses,19192
111,18977246,AURELIA,Blue Ethnic Motifs Maxi Dress,4.1,140,4299,INR,Esh███ox ███mme█████████td,dresses,601860
112,18803110,Athena Girl,Yellow Floral Dress,3.5,6,2299,INR,APE███PPA███S,dresses,13794
113,18962990,Athena,Teal Blue Side Gathered Maxi Dress,4.2,35,2499,INR,APE███PPA███S,dresses,87465
114,18951632,Berrylush,Women White Floral Pattern Play Dress,3.9,69,1899,INR,Sup███om ███,dresses,131031
115,18956684,Forevermore,Mustard Yellow Chiffon Embroidred Ruffle Tiered Midi Dress,4.2,5,1599,INR,Ami███nte███ise███,dresses,7995
116,18981160,Amydus,Blue & Orange Floral Wrap Dress,4.7,43,2799,INR,BEG███01 ███EST██████,dresses,120357
117,18962952,Athena,Lavender Solid Accordion Pleats Wrap Dress,4.2,3797,2799,INR,Ape███ppa███s -██████,dresses,10627803
118,18207844,H&M,Women Blue Linen-blend Shirt Dress,3.0,7,1999,INR,UNDEFINED VALUES,dresses,13993
119,15736838,U&F,Black Solid Maxi Dress,3.8,1023,1999,INR,SVP███XPO███ PR█████████ITE███,dresses,2044977
120,15788324,Tokyo Talkies,Blue Off-Shoulder Maxi Dress,4.2,347,1399,INR,Vis███ St███,dresses,485453
121,15691054,QUIERO,Women Alluring Grey Polka Dots Trapeze Dress,3.4,7,2686,INR,Per███nkl███esi██████,dresses,18802
122,15691070,QUIERO,Women Beautiful Orange Abstract Tiered Dress,4.1,474,2820,INR,Per███nkl███esi██████,dresses,1336680
123,13770986,all about you,Black Solid Midi Halter Neck Fit and Flare Dress,4.2,38,2999,INR,UNDEFINED VALUES,dresses,113962
124,17586858,RARE,Women Orange Georgette A-Line Midi Dress,3.4,23,1799,INR,EPI███RAN███PVT██████,dresses,41377
125,17692606,Style Quotient,Women Navy Blue Solid Cut-Out Detail Sheath Midi Dress,3.9,12,1899,INR,Kri███n S███het█████████td,dresses,22788
126,17592092,U&F,Women Stylish Mustard Solid All in the Details Dress,4.1,7,2899,INR,SVP███XPO███ PR█████████ITE███,dresses,20293
127,17661682,Tokyo Talkies,Lavender Cut Outs Sheath Mini Dress,4.1,13,1549,INR,Vis███ St███,dresses,20137
128,17692718,Style Quotient,Women Tranquil Teal Solid Halter Neck Dress,4.8,8,1599,INR,Kri███n S███het█████████td,dresses,12792
129,17194598,Tokyo Talkies,Women Charming Purple Solid Dress,4.3,48,1749,INR,Vis███ St███,dresses,83952
130,17194592,Tokyo Talkies,Women Stunning Blue Solid Dress,4.1,240,1749,INR,Vis███ St███,dresses,419760
131,18207478,Tokyo Talkies,Women Gorgeous Green Solid Dress,4.1,333,699,INR,Vis███ St███,dresses,232767
132,19032542,BUY NEW TREND,Black & brown Off-Shoulder Georgette Dress,3.8,8,1499,INR,Dim███Gar███ts,dresses,11992
133,18996672,Bella Moda,Girls Yellow & Navy Blue Fit and Flare Dress,4.6,8,2017,INR,SHI███TRA███S,dresses,16136
134,19213302,8seconds,Navy Blue Solid Wrap Dress,0.0,0,5099,INR,Sup███om ███,dresses,0
135,15191784,Kazo,Green Halter Neck Peplum Maxi Dress,4.0,35,3690,INR,Kaz███ash███ PV█████████JIT███,dresses,129150
136,19213200,Label Ritu Kumar,Cream-Coloured & Blue Ethnic Motifs Georgette A-Line Dress,4.8,5,5200,INR,REL███CE ███U K█████████ATE█████████,dresses,26000
137,19213186,Label Ritu Kumar,Solid Tiered Maxi Dress,1.9,7,6900,INR,REL███CE ███U K█████████ATE█████████,dresses,48300
138,15104856,SCORPIUS,Women Pretty Pink Solid Sweetheart Neck Dress,0.0,0,1999,INR,Sha███i K███ana███,dresses,0
139,20040576,U&F,Olive Green Crepe Maxi Dress,3.8,23,2899,INR,SVP███XPO███ PR█████████ITE███,dresses,66677
140,19987092,Vastralay,Grey & Black Tie and Dye Dyed Midi Dress,4.2,17,2999,INR,ASH███ PR███S,dresses,50983
141,10054817,Veni Vidi Vici,Women Mustard Yellow Bodycon Dress,4.3,110,1890,INR,NYM███EA ███HIO█████████ PR███████████████,dresses,207900
142,10054855,Veni Vidi Vici,Solid Olive Green Ruched Bodycon Dress,4.2,389,1890,INR,NYM███EA ███HIO█████████ PR███████████████,dresses,735210
143,10691426,SASSAFRAS,Black & Beige Ikat Print Cotton Shirt Dress,4.5,4441,2199,INR,ARD███ Re███l C███,dresses,9765759
144,20040566,U&F,Women Plus Size Turquoise Blue Floral Printed Crepe Maxi Dress,3.3,8,2899,INR,SVP███XPO███ PR█████████ITE███,dresses,23192
145,18963006,Athena,Purple Off-Shoulder Scrunchie Bodycon Dress,4.3,45,2499,INR,APE███PPA███S,dresses,112455
146,19513066,Stylecast X Hersheinbox,Floral Fit & Flare Dress With Gathered Details,4.5,11,2559,INR,UNDEFINED VALUES,dresses,28149
147,13703862,Style Quotient,Women Olive Green Solid Shirt Dress,3.9,46,1749,INR,Kri███n S███het█████████td,dresses,80454
148,18975316,Berrylush,Women  Off-White Striped Knits Bits Dress,4.2,31,3200,INR,Sup███om ███,dresses,99200
149,21664826,aarke Ritu Kumar,Floral Layered Chiffon A-Line Dress,4.0,6,2800,INR,REL███CE ███U K█████████ATE█████████,dresses,16800
150,21242962,Tommy Hilfiger,Sustainable Pure Cotton Denim Shirt Dress With Cut-Outs Detail,4.4,9,5999,INR,Fla███ech███tai███,dresses,53991
151,21653646,ONLY,Floral Printed A-Line Dress,4.6,5,3299,INR,ONL███ETA███PVT██████,dresses,16495
152,21661136,Kannan,Floral Print Shoulder Strap Maxi Dress,0.0,0,2299,INR,SHR███KAN███ CO█████████,dresses,0
153,20022902,Slenor,Women Embellished Georgette Midi Dress,4.4,10,3599,INR,Sle███ Ap███els███,dresses,35990
154,20052002,StyleStone,Green Polka Dots Dress,0.0,0,1599,INR,STY███STO███LLP███,dresses,0
155,20046216,YK Disney,Girls Minnie Mouse Graphic Printed A-Line T-shirt Dress,5.0,7,999,INR,CRO███OAD███LOT█████████LTD███,dresses,6993
156,22616192,Oomph!,Square Neck A-Line Dress,3.9,7,1340,INR,CLI███WIS███NTE█████████RIV████████████,dresses,9380
157,13391600,Mast & Harbour,Women Navy Blue & White Striped A-Line Dress,3.7,200,1499,INR,SAP███SHI███ PR█████████ITE███,dresses,299800
158,22590642,YU by Pantaloons,Round Neck Schiffli Tiered Cotton A-Line Dress,4.8,12,1499,INR,Wes███ry ███din█████████d_P████████████,dresses,17988
159,13572604,Tokyo Talkies,Women Green Self Design Sheath Dress,4.2,58,1799,INR,UNDEFINED VALUES,dresses,104342
160,13649832,all about you,Black & Mustard Yellow Printed A-Line Dress,4.3,56,1999,INR,UNDEFINED VALUES,dresses,111944
161,13487998,THREAD MUSTER,Women Maroon Solid Maxi Dress,2.7,10,2499,INR,UNDEFINED VALUES,dresses,24990
162,13467444,Sugr,Women Green Solid Fit and Flare Dress,3.8,14,899,INR,UNDEFINED VALUES,dresses,12586
163,13387584,Wish Karo,Girls Black & White Printed Fit and Flare Silk Dress (0-3 Months),4.1,11,1999,INR,Kot███da ███est█████████Ltd███,dresses,21989
164,22634940,Rustorange,Floral Print Gathered or Pleated Fit and Flare Ethnic Dresses,3.8,5,3399,INR,Zak███i I███tec█████████ Li██████,dresses,16995
165,22622806,HERE&NOW,Fit & Flare Midi Dress,4.0,22,2999,INR,ANI███OTH███,dresses,65978
166,13558254,Tokyo Talkies,Women Peach-Coloured Printed Fit and Flare Dress,4.1,934,1349,INR,UNDEFINED VALUES,dresses,1259966
167,13586840,all about you,Women Yellow Solid A-Line Midi Dress,4.0,29,1899,INR,UNDEFINED VALUES,dresses,55071
168,13586818,all about you,Women Green Solid A-Line Dress,4.0,208,1899,INR,UNDEFINED VALUES,dresses,394992
169,13406942,Global Desi,Girls Blue Embroidered A-Line Denim Dress,4.8,8,1799,INR,OCH███AND███ACK█████████LIM██████,dresses,14392
170,1341220,Miss Chase,Black & White Striped Belted Dress,4.4,22,1149,INR,CHA███LIF███YLE█████████,dresses,25278
171,13387582,Wish Karo,Girls Black Polka Dot Printed Fit and Flare Dress,4.7,18,2123,INR,Kot███da ███est█████████Ltd███,dresses,38214
172,22638540,Oomph!,Floral Printed Ruffled Crepe Fit & Flare Dress,2.3,4,1340,INR,CLI███WIS███NTE█████████RIV████████████,dresses,5360
173,13391540,Mast & Harbour,EcoVero Women Yellow & White Abstract Printed Tiered Shirt Dress,4.1,576,1999,INR,SWARR,dresses,1151424
174,13447736,DODO & MOA,Women Yellow & Blue Printed A-Line Midi Dress,2.1,8,2799,INR,AVY███ FA███ONT█████████TE █████████,dresses,22392
175,13435624,Deewa,Women Navy Blue & Off-White Floral Print Maxi Dress,4.1,28,2199,INR,Sun███ne ███t W██████,dresses,61572
176,13382036,plusS,Women Olive Green Accordion Pleated Midi A-Line Dress with Belt,4.2,623,1899,INR,Shi███Int███ati█████████rel███,dresses,1183077
177,22610596,NIGHTSPREE,Printed Crepe Maternity Fit & Flare Denim Midi Dress,0.0,0,2799,INR,MAH███R E███RPR██████,dresses,0
178,13449506,DOOR74,Women Black Solid Maxi Dress,5.0,7,2399,INR,JXP███S,dresses,16793
179,13411990,DODO & MOA,Women Teal Green Solid Off-Shoulder Fit and Flare Dress With Bell Sleeves,2.8,6,2990,INR,AVY███ FA███ONT█████████TE ███████████████,dresses,17940
180,22590644,YU by Pantaloons,Shoulder Straps Schiffli Cotton A-Line Dress,4.7,17,1399,INR,Wes███ry ███din█████████d_P████████████,dresses,23783
181,13375140,HOUSE OF KKARMA,Women Navy Blue Printed A-Line Dress,3.9,17,3499,INR,Mut███ar,dresses,59483
182,13398280,Zastraa,Women Grey Solid Sheath Dress,4.3,45,3299,INR,MON███ CR███ION█████████,dresses,148455
183,12933978,Oxolloxo,Women Orange Solid Fit and Flare Dress,0.0,0,1899,INR,M/S███PA ███ARE█████████E L███████████████,dresses,0
184,13379612,THE SILHOUETTE STORE,Women Orange Solid Maxi Dress,2.0,3,1399,INR,YOL███ESI███ PR█████████ITE███,dresses,4197
185,22630128,NUEVOSDAMAS,Girls Polka Dot Printed Crepe Fit & Flare Dress,2.8,5,1999,INR,M/S███V M███C.,dresses,9995
186,22610562,NIGHTSPREE,Band Collar Floral Printed Maternity Fit & Flare Dress,0.0,0,2299,INR,MAH███R E███RPR██████,dresses,0
187,22596522,Vero Moda,Shoulder Straps Cut Out Smocked A-Line Midi Dress,4.3,12,3799,INR,VER███ODA███TAI█████████,dresses,45588
188,22619942,Styli,Burgundy Puff Sleeve Accordion Pleated Fit & Flare Midi Dress,3.7,11,2799,INR,PRE███RE ███AIL█████████PRI███████████████,dresses,30789
189,13400194,Style Quotient,Girls Navy Blue Striped Drop-Waist Dress,0.0,0,1299,INR,Kri███n S███het█████████td,dresses,0
190,21683822,ASTRID,Men Solid Small Travel Duffel Bag,0.0,0,2099,INR,SAA███EX ███ LT███,duffel-bag,0
191,12356000,KLEIO,Women Green Solid Vegan Quilted Unisex Gym Bag,4.6,8,3499,INR,UNDEFINED VALUES,duffel-bag,27992
192,12944214,Cherry Crumble,Boys Olive Green Solid Corduroy Dungarees,3.8,11,2599,INR,WHI███SHR███PVT██████,dungarees,28589
193,20065316,Clora Creation,Navy Blue & White Woven Design Dupatta,0.0,0,2199,INR,Clo███Cre███on,dupatta,0
194,19761848,Clora Creation,Red & Gold-Toned Embroidered Dupatta with Sequinned,0.0,0,1299,INR,Clo███Cre███on,dupatta,0
195,17739270,Clora Creation,Maroon & Gold-Toned Striped Dupatta with Beads and Stones,0.0,0,999,INR,Clo███Cre███on,dupatta,0
196,21656682,Dupatta Bazaar,Embroidered Dupatta with Sequinned,4.3,33,999,INR,LAA███TEX███E P█████████,dupatta,32967
197,22601102,Nimidiya,Ethnic Motifs Printed Cotton Dupatta,0.0,0,999,INR,PRE███TI ███LEC██████,dupatta,0
198,22601210,Nimidiya,Leheriya Dyed Dupatta,4.5,13,999,INR,PRE███TI ███LEC██████,dupatta,12987
199,22601148,Nimidiya,Dupatta With taping Border,3.3,3,999,INR,PRE███TI ███LEC██████,dupatta,2997
